,Id,ActivityDate,ActivityDay,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
0,1503960366,4/12/2016,Tue,13162,8.5,25,13,328,728,1985
1,1503960366,4/13/2016,Wed,10735,6.96999979,21,19,217,776,1797
2,1503960366,4/14/2016,Thu,10460,6.739999771,30,11,181,1218,1776
3,1503960366,4/15/2016,Fri,9762,6.28000021,29,34,209,726,1745
4,1503960366,4/16/2016,Sat,12669,8.159999847,36,10,221,773,1863
5,1503960366,4/17/2016,Sun,9705,6.480000019,38,20,164,539,1728
6,1503960366,4/18/2016,Mon,13019,8.590000153,42,16,233,1149,1921
7,1503960366,4/19/2016,Tue,15506,9.880000114,50,31,264,775,2035
8,1503960366,4/20/2016,Wed,10544,6.679999828,28,12,205,818,1786
9,1503960366,4/21/2016,Thu,9819,6.340000153,19,8,211,838,1775
10,1503960366,4/22/2016,Fri,12764,8.130000114,66,27,130,1217,1827
11,1503960366,4/23/2016,Sat,14371,9.039999962,41,21,262,732,1949
12,1503960366,4/24/2016,Sun,10039,6.409999847,39,5,238,709,1788
13,1503960366,4/25/2016,Mon,15355,9.800000191,73,14,216,814,2013
14,1503960366,4/26/2016,Tue,13755,8.789999962,31,23,279,833,1970
15,1503960366,4/27/2016,Wed,18134,12.21000004,78,11,243,1108,2159
16,1503960366,4/28/2016,Thu,13154,8.529999733,48,28,189,782,1898
17,1503960366,4/29/2016,Fri,11181,7.150000095,16,12,243,815,1837
18,1503960366,4/30/2016,Sat,14673,9.25,52,34,217,712,1947
19,1503960366,5/1/2016,Sun,10602,6.809999943,33,35,246,730,1820
20,1503960366,5/2/2016,Mon,14727,9.710000038,41,15,277,798,2004
21,1503960366,5/3/2016,Tue,15103,9.659999847,50,24,254,816,1990
22,1503960366,5/4/2016,Wed,11100,7.150000095,36,22,203,1179,1819
23,1503960366,5/5/2016,Thu,14070,8.899999619,45,24,250,857,1959
24,1503960366,5/6/2016,Fri,12159,8.029999733,24,6,289,754,1896
25,1503960366,5/7/2016,Sat,11992,7.710000038,37,46,175,833,1821
26,1503960366,5/8/2016,Sun,10060,6.579999924,44,8,203,574,1740
27,1503960366,5/9/2016,Mon,12022,7.71999979,46,11,206,835,1819
28,1503960366,5/10/2016,Tue,12207,7.769999981,46,31,214,746,1859
29,1503960366,5/11/2016,Wed,12770,8.130000114,36,23,251,669,1783
30,1624580081,4/12/2016,Tue,8163,5.309999943,0,0,146,1294,1432
31,1624580081,4/13/2016,Wed,7007,4.550000191,0,0,148,1292,1411
32,1624580081,4/14/2016,Thu,9107,5.920000076,0,0,236,1204,1572
33,1624580081,4/15/2016,Fri,1510,0.980000019,0,0,96,1344,1344
34,1624580081,4/16/2016,Sat,5370,3.49000001,0,0,176,1264,1463
35,1624580081,4/17/2016,Sun,6175,4.059999943,15,22,127,1276,1554
36,1624580081,4/18/2016,Mon,10536,7.409999847,17,7,202,1214,1604
37,1624580081,4/19/2016,Tue,2916,1.899999976,0,0,141,1299,1435
38,1624580081,4/20/2016,Wed,4974,3.230000019,0,0,151,1289,1446
39,1624580081,4/21/2016,Thu,6349,4.130000114,0,0,186,1254,1467
40,1624580081,4/22/2016,Fri,4026,2.619999886,0,0,199,1241,1470
41,1624580081,4/23/2016,Sat,8538,5.550000191,0,0,227,1213,1562
42,1624580081,4/24/2016,Sun,6076,3.950000048,16,18,185,1221,1617
43,1624580081,4/25/2016,Mon,6497,4.21999979,0,0,202,1238,1492
44,1624580081,4/26/2016,Tue,2826,1.840000033,0,0,140,1300,1402
45,1624580081,4/27/2016,Wed,8367,5.440000057,17,36,154,1233,1670
46,1624580081,4/28/2016,Thu,2759,1.789999962,0,5,115,1320,1401
47,1624580081,4/29/2016,Fri,2390,1.549999952,0,0,150,1290,1404
48,1624580081,4/30/2016,Sat,6474,4.300000191,11,23,224,1182,1655
49,1624580081,5/1/2016,Sun,36019,28.03000069,186,63,171,1020,2690
50,1624580081,5/2/2016,Mon,7155,4.929999828,7,6,166,1261,1497
51,1624580081,5/3/2016,Tue,2100,1.370000005,0,0,96,1344,1334
52,1624580081,5/4/2016,Wed,2193,1.429999948,0,0,118,1322,1368
53,1624580081,5/5/2016,Thu,2470,1.610000014,0,0,117,1323,1370
54,1624580081,5/6/2016,Fri,1727,1.120000005,0,0,102,1338,1341
55,1624580081,5/7/2016,Sat,2104,1.370000005,0,0,182,1258,1474
56,1624580081,5/8/2016,Sun,3427,2.230000019,0,0,152,1288,1427
57,1624580081,5/9/2016,Mon,1732,1.129999995,0,0,91,1349,1328
58,1624580081,5/10/2016,Tue,2969,1.929999948,0,0,139,1301,1393
59,1624580081,5/11/2016,Wed,3134,2.039999962,0,0,112,1328,1359
60,1624580081,5/12/2016,Thu,2971,1.929999948,0,0,107,890,1002
61,1644430081,4/12/2016,Tue,10694,7.769999981,2,51,256,1131,3199
62,1644430081,4/13/2016,Wed,8001,5.820000172,30,16,135,1259,2902
63,1644430081,4/14/2016,Thu,11037,8.020000458,5,58,252,1125,3226
64,1644430081,4/15/2016,Fri,5263,3.829999924,3,4,170,1263,2750
65,1644430081,4/16/2016,Sat,15300,11.11999989,51,42,212,1135,3493
66,1644430081,4/17/2016,Sun,8757,6.369999886,29,13,186,1212,3011
67,1644430081,4/18/2016,Mon,7132,5.190000057,15,33,121,1271,2806
68,1644430081,4/19/2016,Tue,11256,8.180000305,5,58,278,1099,3300
69,1644430081,4/20/2016,Wed,2436,1.769999981,0,0,125,1315,2430
70,1644430081,4/21/2016,Thu,1223,0.889999986,0,0,38,1402,2140
71,1644430081,4/22/2016,Fri,3673,2.670000076,0,0,86,1354,2344
72,1644430081,4/23/2016,Sat,6637,4.829999924,0,15,160,1265,2677
73,1644430081,4/24/2016,Sun,3321,2.410000086,0,0,89,1351,2413
74,1644430081,4/25/2016,Mon,3580,2.599999905,8,1,94,1337,2497
75,1644430081,4/26/2016,Tue,9919,7.210000038,11,41,223,1165,3123
76,1644430081,4/27/2016,Wed,3032,2.200000048,0,0,118,1322,2489
77,1644430081,4/28/2016,Thu,9405,6.840000153,3,53,227,1157,3108
78,1644430081,4/29/2016,Fri,3176,2.309999943,0,0,120,1193,2498
79,1644430081,4/30/2016,Sat,18213,13.23999977,9,71,402,816,3846
80,1644430081,5/1/2016,Sun,6132,4.460000038,3,24,146,908,2696
81,1644430081,5/2/2016,Mon,3758,2.730000019,1,7,148,682,2580
82,1644430081,5/3/2016,Tue,12850,9.340000153,10,94,221,1115,3324
83,1644430081,5/4/2016,Wed,2309,1.679999948,0,0,52,1388,2222
84,1644430081,5/5/2016,Thu,4363,3.190000057,6,12,81,1341,2463
85,1644430081,5/6/2016,Fri,9787,7.119999886,11,6,369,1054,3328
86,1644430081,5/7/2016,Sat,13372,9.720000267,41,17,243,1139,3404
87,1644430081,5/8/2016,Sun,6724,4.889999866,0,0,295,991,2987
88,1644430081,5/9/2016,Mon,6643,4.829999924,32,6,303,1099,3008
89,1644430081,5/10/2016,Tue,9167,6.659999847,12,19,155,1254,2799
90,1644430081,5/11/2016,Wed,1329,0.970000029,0,0,49,713,1276
91,1844505072,4/12/2016,Tue,6697,4.429999828,0,0,339,1101,2030
92,1844505072,4/13/2016,Wed,4929,3.25999999,0,0,248,1192,1860
93,1844505072,4/14/2016,Thu,7937,5.25,0,0,373,843,2130
94,1844505072,4/15/2016,Fri,3844,2.539999962,0,0,176,527,1725
95,1844505072,4/16/2016,Sat,3414,2.25999999,0,0,147,1293,1657
96,1844505072,4/17/2016,Sun,4525,2.99000001,2,8,199,1231,1793
97,1844505072,4/18/2016,Mon,4597,3.039999962,0,12,217,1211,1814
98,1844505072,4/21/2016,Thu,8054,5.320000172,2,13,308,1117,2062
99,1844505072,4/22/2016,Fri,5372,3.549999952,0,0,220,1220,1827
100,1844505072,4/23/2016,Sat,3570,2.359999895,0,0,139,1301,1645
101,1844505072,4/28/2016,Thu,6907,4.570000172,0,0,302,1138,1992
102,1844505072,4/29/2016,Fri,4920,3.25,0,0,247,1082,1856
103,1844505072,4/30/2016,Sat,4014,2.670000076,0,0,184,218,1763
104,1844505072,5/1/2016,Sun,2573,1.700000048,0,7,75,585,1541
105,1844505072,5/3/2016,Tue,4059,2.680000067,0,0,184,1256,1742
106,1844505072,5/4/2016,Wed,2080,1.370000005,0,0,87,1353,1549
107,1844505072,5/5/2016,Thu,2237,1.480000019,0,0,120,1320,1589
108,1927972279,4/12/2016,Tue,678,0.469999999,0,0,55,734,2220
109,1927972279,4/14/2016,Thu,2163,1.5,0,9,88,1292,2383
110,1927972279,4/15/2016,Fri,980,0.680000007,0,0,51,941,2221
111,1927972279,4/23/2016,Sat,2945,2.039999962,0,0,145,1295,2499
112,1927972279,4/24/2016,Sun,2090,1.450000048,1,6,75,1358,2324
113,1927972279,4/26/2016,Tue,3761,2.599999905,0,0,192,1058,2638
114,1927972279,4/28/2016,Thu,1675,1.159999967,0,0,95,1167,2351
115,1927972279,5/1/2016,Sun,2704,1.870000005,14,1,70,1355,2411
116,1927972279,5/2/2016,Mon,3790,2.619999886,16,8,94,1322,2505
117,1927972279,5/3/2016,Tue,1326,0.920000017,10,0,17,1413,2195
118,1927972279,5/4/2016,Wed,1786,1.24000001,0,0,87,1353,2338
119,1927972279,5/6/2016,Fri,2091,1.450000048,0,0,108,1332,2383
120,1927972279,5/7/2016,Sat,1510,1.039999962,0,0,48,1392,2229
121,2022484408,4/12/2016,Tue,11875,8.340000153,42,14,227,1157,2390
122,2022484408,4/13/2016,Wed,12024,8.5,43,5,292,1100,2601
123,2022484408,4/14/2016,Thu,10690,7.5,32,3,257,1148,2312
124,2022484408,4/15/2016,Fri,11034,8.029999733,27,9,282,1122,2525
125,2022484408,4/16/2016,Sat,10100,7.090000153,41,11,151,1237,2177
126,2022484408,4/17/2016,Sun,15112,11.39999962,28,29,331,1052,2782
127,2022484408,4/18/2016,Mon,14131,10.06999969,48,3,311,1078,2770
128,2022484408,4/19/2016,Tue,11548,8.529999733,31,7,250,1152,2489
129,2022484408,4/20/2016,Wed,15112,10.67000008,48,63,276,1053,2897
130,2022484408,4/21/2016,Thu,12453,8.739999771,104,53,255,1028,3158
131,2022484408,4/22/2016,Fri,12954,9.329999924,52,10,273,1105,2638
132,2022484408,4/23/2016,Sat,6001,4.210000038,0,0,249,1191,2069
133,2022484408,4/24/2016,Sun,13481,10.27999973,37,26,216,1161,2529
134,2022484408,4/25/2016,Mon,11369,8.010000229,44,8,217,1171,2470
135,2022484408,4/26/2016,Tue,10119,7.190000057,55,24,275,1086,2793
136,2022484408,4/27/2016,Wed,10159,7.130000114,19,20,282,1119,2463
137,2022484408,4/28/2016,Thu,10140,7.119999886,6,20,291,1123,2296
138,2022484408,4/29/2016,Fri,10245,7.190000057,21,40,281,1098,2611
139,2022484408,4/30/2016,Sat,18387,12.90999985,13,23,361,1043,2732
140,2022484408,5/1/2016,Sun,10538,7.400000095,25,28,245,1142,2380
141,2022484408,5/2/2016,Mon,10379,7.289999962,36,8,277,1119,2473
142,2022484408,5/3/2016,Tue,12183,8.739999771,72,14,250,1104,2752
143,2022484408,5/4/2016,Wed,11768,8.289999962,36,27,272,1105,2649
144,2022484408,5/5/2016,Thu,11895,8.350000381,55,20,253,1112,2609
145,2022484408,5/6/2016,Fri,10227,7.179999828,24,17,295,1104,2498
146,2022484408,5/7/2016,Sat,6708,4.710000038,20,2,149,1269,1995
147,2022484408,5/8/2016,Sun,3292,2.309999943,0,0,135,1305,1848
148,2022484408,5/9/2016,Mon,13379,9.390000343,35,47,297,1061,2709
149,2022484408,5/10/2016,Tue,12798,8.979999542,57,28,271,1084,2797
150,2022484408,5/11/2016,Wed,13272,9.319999695,58,25,224,1133,2544
151,2022484408,5/12/2016,Thu,9117,6.409999847,16,16,236,728,1853
152,2026352035,4/12/2016,Tue,4414,2.74000001,3,8,181,706,1459
153,2026352035,4/13/2016,Wed,4993,3.099999905,0,0,238,663,1521
154,2026352035,4/14/2016,Thu,3335,2.069999933,0,0,197,653,1431
155,2026352035,4/15/2016,Fri,3821,2.369999886,0,0,188,687,1444
156,2026352035,4/16/2016,Sat,2547,1.580000043,0,0,150,728,1373
157,2026352035,4/17/2016,Sun,838,0.519999981,0,0,60,1053,1214
158,2026352035,4/18/2016,Mon,3325,2.059999943,0,0,182,1062,1419
159,2026352035,4/19/2016,Tue,2424,1.5,0,0,141,785,1356
160,2026352035,4/20/2016,Wed,7222,4.480000019,0,0,327,623,1667
161,2026352035,4/21/2016,Thu,2467,1.529999971,0,0,153,749,1370
162,2026352035,4/22/2016,Fri,2915,1.809999943,0,0,162,712,1399
163,2026352035,4/23/2016,Sat,12357,7.710000038,0,0,432,458,1916
164,2026352035,4/24/2016,Sun,3490,2.160000086,0,0,164,704,1401
165,2026352035,4/25/2016,Mon,6017,3.730000019,0,0,260,821,1576
166,2026352035,4/26/2016,Tue,5933,3.680000067,0,0,288,1018,1595
167,2026352035,4/27/2016,Wed,6088,3.769999981,0,0,286,586,1593
168,2026352035,4/28/2016,Thu,6375,3.950000048,0,0,331,626,1649
169,2026352035,4/29/2016,Fri,7604,4.710000038,0,0,352,492,1692
170,2026352035,4/30/2016,Sat,4729,2.930000067,0,0,233,594,1506
171,2026352035,5/1/2016,Sun,3609,2.279999971,0,0,191,716,1447
172,2026352035,5/2/2016,Mon,7018,4.349999905,0,0,355,716,1690
173,2026352035,5/3/2016,Tue,5992,3.720000029,0,0,304,981,1604
174,2026352035,5/4/2016,Wed,6564,4.070000172,0,0,345,530,1658
175,2026352035,5/5/2016,Thu,12167,7.539999962,0,0,475,479,1926
176,2026352035,5/6/2016,Fri,8198,5.079999924,0,0,383,511,1736
177,2026352035,5/7/2016,Sat,4193,2.599999905,0,0,229,665,1491
178,2026352035,5/8/2016,Sun,5528,3.450000048,0,0,258,610,1555
179,2026352035,5/9/2016,Mon,10685,6.619999886,0,0,401,543,1869
180,2026352035,5/11/2016,Wed,8580,5.320000172,0,0,330,569,1698
181,2026352035,5/12/2016,Thu,8891,5.510000229,0,0,343,330,1364
182,2320127002,4/12/2016,Tue,10725,7.489999771,13,9,306,1112,2124
183,2320127002,4/13/2016,Wed,7275,4.900000095,0,0,335,1105,2003
184,2320127002,4/14/2016,Thu,3973,2.680000067,0,0,191,1249,1696
185,2320127002,4/15/2016,Fri,5205,3.50999999,0,0,245,1195,1801
186,2320127002,4/16/2016,Sat,5057,3.410000086,0,0,195,1245,1724
187,2320127002,4/17/2016,Sun,6198,4.179999828,0,0,249,1191,1852
188,2320127002,4/18/2016,Mon,6559,4.420000076,0,7,260,1173,1905
189,2320127002,4/19/2016,Tue,5997,4.039999962,0,11,228,1201,1811
190,2320127002,4/20/2016,Wed,7192,4.849999905,0,11,283,1146,1922
191,2320127002,4/21/2016,Thu,3404,2.289999962,1,10,127,1302,1610
192,2320127002,4/22/2016,Fri,5583,3.75999999,0,0,266,1174,1851
193,2320127002,4/23/2016,Sat,5079,3.420000076,0,0,242,1129,1804
194,2320127002,4/24/2016,Sun,4165,2.809999943,0,0,204,1236,1725
195,2320127002,4/25/2016,Mon,3588,2.420000076,3,5,152,1280,1654
196,2320127002,4/26/2016,Tue,3409,2.299999952,0,0,147,1293,1632
197,2320127002,4/27/2016,Wed,1715,1.159999967,0,0,82,1358,1481
198,2320127002,4/28/2016,Thu,1532,1.029999971,0,0,76,1364,1473
199,2320127002,4/29/2016,Fri,924,0.620000005,0,0,45,1395,1410
200,2320127002,4/30/2016,Sat,4571,3.079999924,0,0,234,1206,1779
201,2320127002,5/1/2016,Sun,772,0.519999981,0,0,40,1400,1403
202,2320127002,5/2/2016,Mon,3634,2.450000048,5,6,123,1306,1613
203,2320127002,5/3/2016,Tue,7443,5.019999981,20,10,206,1204,1878
204,2320127002,5/4/2016,Wed,1201,0.810000002,0,0,52,1388,1426
205,2320127002,5/5/2016,Thu,5202,3.50999999,0,11,223,1206,1780
206,2320127002,5/6/2016,Fri,4878,3.289999962,0,0,204,1236,1742
207,2320127002,5/7/2016,Sat,7379,4.96999979,0,0,319,1121,1972
208,2320127002,5/8/2016,Sun,5161,3.480000019,0,0,247,1193,1821
209,2320127002,5/9/2016,Mon,3090,2.079999924,0,0,145,1295,1630
210,2320127002,5/10/2016,Tue,6227,4.199999809,0,0,290,1150,1899
211,2320127002,5/11/2016,Wed,6424,4.329999924,0,0,300,1140,1903
212,2320127002,5/12/2016,Thu,2661,1.789999962,0,0,128,830,1125
213,2347167796,4/12/2016,Tue,10113,6.829999924,28,13,320,964,2344
214,2347167796,4/13/2016,Wed,10352,7.010000229,19,32,195,676,2038
215,2347167796,4/14/2016,Thu,10129,6.699999809,1,48,206,705,2010
216,2347167796,4/15/2016,Fri,10465,6.920000076,1,24,284,720,2133
217,2347167796,4/16/2016,Sat,22244,15.07999992,66,72,268,968,2670
218,2347167796,4/17/2016,Sun,5472,3.619999886,1,7,249,508,1882
219,2347167796,4/18/2016,Mon,8247,5.449999809,11,16,206,678,1944
220,2347167796,4/19/2016,Tue,6711,4.440000057,0,7,382,648,2346
221,2347167796,4/20/2016,Wed,10999,7.269999981,11,43,269,1011,2198
222,2347167796,4/21/2016,Thu,10080,6.75,23,26,208,761,2048
223,2347167796,4/22/2016,Fri,7804,5.159999847,9,27,206,781,1946
224,2347167796,4/23/2016,Sat,16901,11.36999989,32,35,360,591,2629
225,2347167796,4/24/2016,Sun,9471,6.260000229,0,0,360,584,2187
226,2347167796,4/25/2016,Mon,9482,6.380000114,15,11,277,653,2095
227,2347167796,4/26/2016,Tue,5980,3.950000048,0,0,227,732,1861
228,2347167796,4/27/2016,Wed,11423,7.579999924,26,9,295,623,2194
229,2347167796,4/28/2016,Thu,5439,3.599999905,0,0,229,764,1854
230,2873212765,4/12/2016,Tue,8796,5.909999847,2,21,356,1061,1982
231,2873212765,4/13/2016,Wed,7618,5.119999886,0,8,404,1028,2004
232,2873212765,4/14/2016,Thu,7910,5.320000172,0,0,331,1109,1893
233,2873212765,4/15/2016,Fri,8482,5.699999809,0,0,448,992,2063
234,2873212765,4/16/2016,Sat,9685,6.650000095,47,1,305,1087,2148
235,2873212765,4/17/2016,Sun,2524,1.700000048,0,8,160,1272,1529
236,2873212765,4/18/2016,Mon,7762,5.239999771,1,6,311,1122,1890
237,2873212765,4/19/2016,Tue,7948,5.369999886,0,0,389,1051,1956
238,2873212765,4/20/2016,Wed,9202,6.300000191,22,5,378,1035,2094
239,2873212765,4/21/2016,Thu,8859,5.980000019,2,10,371,1057,1970
240,2873212765,4/22/2016,Fri,7286,4.900000095,46,0,366,1028,2241
241,2873212765,4/23/2016,Sat,9317,6.349999905,28,5,330,1077,2021
242,2873212765,4/24/2016,Sun,6873,4.679999828,46,1,190,1203,1898
243,2873212765,4/25/2016,Mon,7373,4.949999809,0,0,359,1081,1907
244,2873212765,4/26/2016,Tue,8242,5.539999962,2,5,309,1124,1882
245,2873212765,4/27/2016,Wed,3516,2.359999895,46,0,197,1197,1966
246,2873212765,4/28/2016,Thu,7913,5.409999847,28,7,213,1192,1835
247,2873212765,4/29/2016,Fri,7365,4.949999809,20,23,206,1191,1780
248,2873212765,4/30/2016,Sat,8452,5.679999828,5,20,248,1167,1830
249,2873212765,5/1/2016,Sun,7399,4.96999979,7,18,196,1219,1739
250,2873212765,5/2/2016,Mon,7525,5.059999943,0,7,334,1099,1878
251,2873212765,5/3/2016,Tue,7412,4.980000019,1,6,363,1070,1906
252,2873212765,5/4/2016,Wed,8278,5.559999943,0,0,420,1020,2015
253,2873212765,5/5/2016,Thu,8314,5.610000134,13,23,311,1093,1971
254,2873212765,5/6/2016,Fri,7063,4.75,0,5,370,1065,1910
255,2873212765,5/7/2016,Sat,4940,3.380000114,75,11,52,1302,1897
256,2873212765,5/8/2016,Sun,8168,5.539999962,46,0,326,1068,2096
257,2873212765,5/9/2016,Mon,7726,5.190000057,0,0,345,1095,1906
258,2873212765,5/10/2016,Tue,8275,5.559999943,0,0,373,1067,1962
259,2873212765,5/11/2016,Wed,6440,4.329999924,0,0,319,1121,1826
260,2873212765,5/12/2016,Thu,7566,5.110000134,0,0,268,720,1431
261,3372868164,4/12/2016,Tue,4747,3.24000001,0,0,280,1160,1788
262,3372868164,4/13/2016,Wed,9715,6.630000114,16,8,371,1045,2093
263,3372868164,4/14/2016,Thu,8844,6.03000021,6,25,370,1039,2065
264,3372868164,4/15/2016,Fri,7451,5.079999924,0,0,335,1105,1908
265,3372868164,4/16/2016,Sat,6905,4.730000019,0,0,356,1084,1908
266,3372868164,4/17/2016,Sun,8199,5.880000114,11,2,322,1105,1964
267,3372868164,4/18/2016,Mon,6798,4.639999866,20,7,343,1070,2014
268,3372868164,4/19/2016,Tue,7711,5.260000229,0,0,376,1064,1985
269,3372868164,4/20/2016,Wed,4880,3.329999924,15,3,274,1148,1867
270,3372868164,4/21/2016,Thu,8857,6.070000172,18,9,376,1037,2124
271,3372868164,4/22/2016,Fri,3843,2.619999886,0,0,206,1234,1669
272,3372868164,4/23/2016,Sat,7396,5.070000172,20,2,303,1115,1995
273,3372868164,4/24/2016,Sun,6731,4.590000153,14,7,292,1127,1921
274,3372868164,4/25/2016,Mon,5995,4.090000153,0,0,416,1024,2010
275,3372868164,4/26/2016,Tue,8283,5.789999962,22,2,333,1083,2057
276,3372868164,4/27/2016,Wed,7904,5.420000076,24,13,346,1057,2095
277,3372868164,4/28/2016,Thu,5512,3.75999999,0,0,385,1055,1972
